,node_id,degree_choice,happiness_level,heater_preference,age,N2,N5,E3,O3,A3,A4,C6,environmentalism,frugality,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,network_avg_weighted_degree,network_avg_friendship_weight,network_strong_friendships,network_degree_outside,network_temperature_set,network_current_day,network_cost,network_avg_happiness_level,network_cost_happ_ratio
69,69,21,95,neutral,53,Easygoing,Self-controlled,Passive,Emotional,Selfish,Uncooperative,Careless,Not environmentalist,Frugal,0.017391304347826087,0.23469387755102042,0.0,0.015608554691106714,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
70,70,22,95,neutral,30,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.017391304347826087,0.23469387755102042,0.0,0.015608554691106714,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
71,71,22,95,neutral,19,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Uncooperative,Cautious,Not environmentalist,Frugal,0.026086956521739132,0.23613963039014374,0.0,0.01928779953435519,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
72,72,21,95,neutral,57,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Environmentalist,Frugal,0.026086956521739132,0.23613963039014374,0.0,0.01928779953435519,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
73,73,22,90,neutral,40,Easily-angered,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Frugal,0.026086956521739132,0.23613963039014374,0.0,0.01928779953435519,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
74,74,19,75,cold,40,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Environmentalist,Frugal,0.034782608695652174,0.23613963039014374,0.0,0.020842436998799552,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
75,75,21,89,neutral,24,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.23613963039014374,0.0,0.020842436998799552,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
76,76,19,80,cool,38,Easily-angered,Self-controlled,Passive,Unemotional,Selfless,Cooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.23613963039014374,0.0,0.020842436998799552,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
77,77,19,85,cool,62,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.034782608695652174,0.23613963039014374,0.0,0.020842436998799552,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
78,78,25,100,hot,19,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.026086956521739132,0.23613963039014374,0.0,0.01928779953435519,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
79,79,20,85,cold,39,Easily-angered,Impulsive,Assertive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.026086956521739132,0.23613963039014374,0.0,0.01928779953435519,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
80,80,22,95,hot,19,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Environmentalist,Frugal,0.026086956521739132,0.23613963039014374,0.0,0.01928779953435519,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
81,81,25,90,hot,41,Easily-angered,Self-controlled,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Wasteful,0.034782608695652174,0.279126213592233,0.0,0.034098613952164444,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
82,82,25,98,warm,31,Easygoing,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.279126213592233,0.0,0.034098613952164444,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
83,83,19,98,cool,60,Easygoing,Impulsive,Passive,Emotional,Selfish,Cooperative,Cautious,Not environmentalist,Wasteful,0.034782608695652174,0.279126213592233,0.0,0.034098613952164444,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
84,84,22,95,cold,46,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.034782608695652174,0.279126213592233,0.0,0.034098613952164444,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
85,85,18,70,cold,21,Easily-angered,Impulsive,Passive,Emotional,Selfish,Cooperative,Careless,Environmentalist,Frugal,0.017391304347826087,0.23469387755102042,0.0,0.015608554691106714,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
86,86,22,80,warm,53,Easily-angered,Self-controlled,Passive,Emotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.017391304347826087,0.23469387755102042,0.0,0.015608554691106714,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
87,87,25,95,hot,63,Easygoing,Impulsive,Passive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.008695652173913044,0.2332657200811359,0.0,0.013108102418459097,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
88,88,19,85,cold,27,Easygoing,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Wasteful,0.026086956521739132,0.24364406779661016,0.0,0.028566433583816688,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
89,89,19,85,cool,49,Easily-angered,Self-controlled,Assertive,Emotional,Selfish,Cooperative,Careless,Not environmentalist,Wasteful,0.026086956521739132,0.24364406779661016,0.0,0.028566433583816688,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
90,90,23,85,warm,20,Easygoing,Impulsive,Passive,Emotional,Selfless,Cooperative,Careless,Not environmentalist,Wasteful,0.026086956521739132,0.24364406779661016,0.0,0.028566433583816688,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
91,91,25,90,warm,41,Easygoing,Impulsive,Passive,Emotional,Selfish,Uncooperative,Careless,Environmentalist,Frugal,0.017391304347826087,0.23469387755102042,0.0,0.00900073742424789,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
92,92,21,85,cool,49,Easygoing,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Wasteful,0.017391304347826087,0.23469387755102042,0.0,0.00900073742424789,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
93,93,17,90,cold,62,Easygoing,Self-controlled,Passive,Emotional,Selfish,Uncooperative,Careless,Not environmentalist,Frugal,0.008695652173913044,0.23232323232323232,0.0,0.00776596047123764,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
94,94,22,80,cold,20,Easygoing,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Wasteful,0.017391304347826087,0.23092369477911648,0.0,0.011187993755243679,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
95,95,26,98,warm,54,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Uncooperative,Cautious,Environmentalist,Frugal,0.017391304347826087,0.23092369477911648,0.0,0.011187993755243679,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
96,96,22,80,hot,20,Easily-angered,Self-controlled,Assertive,Unemotional,Selfish,Cooperative,Careless,Not environmentalist,Frugal,0.034782608695652174,0.2662037037037037,0.0,0.032774240326086015,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
97,97,25,98,warm,18,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Cautious,Not environmentalist,Frugal,0.034782608695652174,0.2662037037037037,0.0,0.032774240326086015,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
98,98,21,95,hot,27,Easily-angered,Self-controlled,Passive,Unemotional,Selfish,Cooperative,Careless,Environmentalist,Frugal,0.034782608695652174,0.2662037037037037,0.0,0.032774240326086015,12.176470588235293,2.6538461538461537,26,1,22,8,21,88.35,0.2376910016977929
